TEAM,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF
Washington Wizards,,42.6,90,47.3,10.2,29.2,35,19.7,25.9,76.3,9.6,35.4,44.9,25,14.7,7.3,3.9,21.7
